keyword,cluster,page,source,business_fit,search_volume_us,cpc_usd,paid_competition,paid_competition_index,seo_kd,metric_status
whatsapp message count,initiation,/tools/who-texts-first,Google autocomplete: whatsapp message counter,65,20,,LOW,0,not queried,available
slow replies meaning,reply,/tools/reply-time-calculator,Google autocomplete: slow replies,65,10,,LOW,0,not queried,available
telegram chat parser,platform,/analyze,Google autocomplete: telegram chat analyzer,65,10,,,,not queried,available
chat analyzer app,home,/,Google autocomplete: conversation analyzer a,95,10,,LOW,6,not queried,available
signs he's just being nice,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he just being nice,65,20,,LOW,4,not queried,available
he's texting less,losing,/is-he-losing-interest,Google autocomplete: why is he texting less,65,10,,LOW,0,not queried,available
acts interested then disappears,mixed,/mixed-signals-text-analyzer,Google autocomplete: he acts interested then disappears,65,,,,,not queried,unavailable (not zero)
situationship help,situationship,/situationship-analyzer,Google autocomplete: situationship h,65,10,,LOW,1,not queried,available
benching dating trend,breadcrumb,/breadcrumbing-test,Google autocomplete: benching dating,65,10,0.05,LOW,12,not queried,available
crazy ex text messages,ex,/ex-text-analyzer,Google autocomplete: ex text messages,65,20,,LOW,0,not queried,available
export whatsapp chat history,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: export whatsapp chat,65,20,,LOW,3,not queried,available
who starts conversation,initiation,/tools/who-texts-first,Google autocomplete: who initiates conversation,65,,,,,not queried,unavailable (not zero)
texting response time,reply,/tools/reply-time-calculator,Google autocomplete: text response time a,65,30,,LOW,0,not queried,available
text messages analyzer,platform,/analyze,Google autocomplete: imessage text analyzer,65,,,,,not queried,unavailable (not zero)
chat analyzer whatsapp,home,/,Google autocomplete: conversation analyzer w,95,10,,,,not queried,available
does he actually like me quiz,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me quiz a,45,90,,LOW,4,not queried,available
slow fade meaning,losing,/is-he-losing-interest,Google autocomplete: slow fade texting,65,170,,LOW,3,not queried,available
guy inconsistent with texting,mixed,/mixed-signals-text-analyzer,Google autocomplete: inconsistent texting w,65,,,,,not queried,unavailable (not zero)
situationship meaning,situationship,/situationship-analyzer,Google autocomplete: situationship,65,40500,0.04,LOW,5,not queried,available
benching definition dating,breadcrumb,/breadcrumbing-test,Google autocomplete: benching dating,65,,,,,not queried,unavailable (not zero)
deleting ex text messages,ex,/ex-text-analyzer,Google autocomplete: ex text messages,65,,,,,not queried,unavailable (not zero)
export whatsapp chat how,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: export whatsapp chat h,65,,,,,not queried,unavailable (not zero)
double texting a guy,initiation,/tools/who-texts-first,Google autocomplete: double texting,65,50,,LOW,1,not queried,available
acceptable text response time,reply,/tools/reply-time-calculator,Google autocomplete: text response time a,65,,,,,not queried,unavailable (not zero)
instagram chat analyzer relationship,platform,/analyze,Google autocomplete: instagram relationship analyzer,65,10,,LOW,14,not queried,available
conversation analyzer ai,home,/,Google autocomplete: conversation analyzer,95,10,10.64,HIGH,71,not queried,available
does he actually love me quiz,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me quiz a,45,110,1.3,LOW,9,not queried,available
dry texting on hinge,losing,/is-he-losing-interest,Google autocomplete: dry texting,65,,,,,not queried,unavailable (not zero)
confusing signals from a guy,mixed,/mixed-signals-text-analyzer,Google autocomplete: mixed signals from a guy,65,10,,LOW,0,not queried,available
situationship quizzes,situationship,/situationship-analyzer,Google autocomplete: situationship quiz,45,,,,,not queried,unavailable (not zero)
breadcrumb texts meaning,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing texts,65,,,,,not queried,unavailable (not zero)
drunk texting an ex,ex,/ex-text-analyzer,Google autocomplete: ex drunk texting a,65,10,,LOW,0,not queried,available
export whatsapp chat iphone,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: export whatsapp chat,65,10,,LOW,6,not queried,available
double texting hinge match,initiation,/tools/who-texts-first,Google autocomplete: double texting h,65,,,,,not queried,unavailable (not zero)
appropriate text response time,reply,/tools/reply-time-calculator,Google autocomplete: text response time a,65,,,,,not queried,unavailable (not zero)
telegram chat analyzer ai,platform,/analyze,Google autocomplete: telegram chat analyzer,65,,,,,not queried,unavailable (not zero)
conversation analyzer app,home,/,Google autocomplete: conversation analyzer,95,,,,,not queried,unavailable (not zero)
does he like me accurate quiz,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me a,45,30,,LOW,0,not queried,available
he text me everyday,losing,/is-he-losing-interest,Google autocomplete: he used to text me everyday,65,140,,LOW,0,not queried,available
he is inconsistent with texting,mixed,/mixed-signals-text-analyzer,Google autocomplete: inconsistent texting w,65,10,,LOW,0,not queried,available
situationship rules,situationship,/situationship-analyzer,Google autocomplete: situationship communication,65,170,0.01,LOW,7,not queried,available
breadcrumbing a person,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing a,65,10,,LOW,2,not queried,available
drunk texting ex boyfriend,ex,/ex-text-analyzer,Google autocomplete: ex drunk texting,65,,,,,not queried,unavailable (not zero)
export whatsapp chat web,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: export whatsapp chat w,65,10,,LOW,0,not queried,available
double texting on hinge,initiation,/tools/who-texts-first,Google autocomplete: double texting,65,170,,LOW,0,not queried,available
average reply time hinge,reply,/tools/reply-time-calculator,Google autocomplete: average reply time h,65,,,,,not queried,unavailable (not zero)
conversation analyzer chatgpt,home,/,Google autocomplete: conversation analyzer,95,,,,,not queried,unavailable (not zero)
does he like me back quiz,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me,45,480,2.66,LOW,1,not queried,available
he's dry texting me,losing,/is-he-losing-interest,Google autocomplete: dry texting h,65,10,,LOW,0,not queried,available
he left me on delivered,mixed,/mixed-signals-text-analyzer,Google autocomplete: he leaves me on delivered,65,110,,LOW,0,not queried,available
he won't commit,situationship,/situationship-analyzer,Google autocomplete: why wont he commit,65,30,,LOW,1,not queried,available
breadcrumbing after breakup,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing a,65,50,,LOW,8,not queried,available
drunk texting ex situationship,ex,/ex-text-analyzer,Google autocomplete: ex drunk texting,65,,,,,not queried,unavailable (not zero)
export whatsapp chat windows,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: export whatsapp chat,65,10,,LOW,7,not queried,available
double texting on tinder,initiation,/tools/who-texts-first,Google autocomplete: double texting,65,40,,LOW,0,not queried,available
average reply time text,reply,/tools/reply-time-calculator,Google autocomplete: average reply time,65,,,,,not queried,unavailable (not zero)
dating text analysis,home,/,Google autocomplete: dating text analyzer,95,,,,,not queried,unavailable (not zero)
does he like me back test,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me test a,45,480,2.66,LOW,1,not queried,available
one word replies hinge,losing,/is-he-losing-interest,Google autocomplete: one word replies h,65,,,,,not queried,unavailable (not zero)
he left me on read,mixed,/mixed-signals-text-analyzer,Google autocomplete: he leaves me on read,65,480,,LOW,0,not queried,available
is situationship good,situationship,/situationship-analyzer,Google autocomplete: situationship analyzer,65,10,,LOW,17,not queried,available
breadcrumbing an ex,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing a,65,,,,,not queried,unavailable (not zero)
ex boyfriend text messages,ex,/ex-text-analyzer,Google autocomplete: ex text messages,65,10,,LOW,0,not queried,available
whatsapp chat analyse app,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat analysis a,95,,,,,not queried,unavailable (not zero)
double texting when dating,initiation,/tools/who-texts-first,Google autocomplete: double texting w,65,,,,,not queried,unavailable (not zero)
average reply time tinder,reply,/tools/reply-time-calculator,Google autocomplete: average reply time,65,,,,,not queried,unavailable (not zero)
decoding guys texts,home,/,Google autocomplete: decode his texts,65,10,,LOW,0,not queried,available
does he like me quiz accurate,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me w,45,30,,LOW,0,not queried,available
one word reply meaning,losing,/is-he-losing-interest,Google autocomplete: one word replies,65,10,,LOW,0,not queried,available
he only texts at night,mixed,/mixed-signals-text-analyzer,Google autocomplete: he texts at night only,65,10,,LOW,0,not queried,available
one way situationship,situationship,/situationship-analyzer,Google autocomplete: one sided situationship,65,,,,,not queried,unavailable (not zero)
breadcrumbing and benching,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing a,65,10,,LOW,0,not queried,available
ex breadcrumbing and flirting,ex,/ex-text-analyzer,Google autocomplete: ex breadcrumbing,65,,,,,not queried,unavailable (not zero)
whatsapp chat analysis app,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat analysis,95,,,,,not queried,unavailable (not zero)
double texting when ghosted,initiation,/tools/who-texts-first,Google autocomplete: double texting w,65,,,,,not queried,unavailable (not zero)
average response time calculator,reply,/tools/reply-time-calculator,Google autocomplete: response time calculator a,95,10,,LOW,0,not queried,available
imessage conversation analyzer,home,/,Google autocomplete: conversation analyzer,95,,,,,not queried,unavailable (not zero)
does he like me quiz adult,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me w,45,50,,LOW,0,not queried,available
signs he's losing interest,losing,/is-he-losing-interest,Google autocomplete: signs he is losing interest,65,480,0.03,LOW,10,not queried,available
he's leaving me on delivered,mixed,/mixed-signals-text-analyzer,Google autocomplete: he leaves me on delivered,65,,,,,not queried,unavailable (not zero)
online situationship quiz,situationship,/situationship-analyzer,Google autocomplete: situationship quiz,45,,,,,not queried,unavailable (not zero)
breadcrumbing and ghosting,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing a,65,20,,LOW,4,not queried,available
ex checking instagram stories,ex,/ex-text-analyzer,Google autocomplete: ex checking in,65,,,,,not queried,unavailable (not zero)
whatsapp chat analysis online,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat analysis,95,10,1.98,LOW,25,not queried,available
message count on whatsapp,initiation,/tools/who-texts-first,Google autocomplete: whatsapp message counter a,65,10,,LOW,0,not queried,available
average response time formula,reply,/tools/reply-time-calculator,Google autocomplete: average reply time,65,10,,LOW,0,not queried,available
relationship analysis ai,home,/,Google autocomplete: relationship analysis,95,20,2.02,MEDIUM,35,not queried,available
does he like me quiz adults,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me test a,45,50,,LOW,0,not queried,available
signs he's slow fading,losing,/is-he-losing-interest,Google autocomplete: is he slow fading,65,,,,,not queried,unavailable (not zero)
he's leaving me on read,mixed,/mixed-signals-text-analyzer,Google autocomplete: he leaves me on read,65,10,,LOW,0,not queried,available
setting boundaries situationship,situationship,/situationship-analyzer,Google autocomplete: situationship boundaries,65,,,,,not queried,unavailable (not zero)
breadcrumbing dating term,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing vs genuine interest,65,50,,LOW,0,not queried,available
ex checking on me,ex,/ex-text-analyzer,Google autocomplete: ex checking in,65,,,,,not queried,unavailable (not zero)
whatsapp chat analysis prompt,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat analysis,95,,,,,not queried,unavailable (not zero)
one sided friendship texting,initiation,/tools/who-texts-first,Google autocomplete: one sided texting,65,,,,,not queried,unavailable (not zero)
average response time whatsapp,reply,/tools/reply-time-calculator,Google autocomplete: average reply time w,65,,,,,not queried,unavailable (not zero)
relationship analysis quiz,home,/,Google autocomplete: relationship analysis,45,10,,LOW,0,not queried,available
does he like me quiz work,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me quiz w,45,10,,LOW,0,not queried,available
texting with dry texters,losing,/is-he-losing-interest,Google autocomplete: dry texting w,65,,,,,not queried,unavailable (not zero)
hot and cold method texting,mixed,/mixed-signals-text-analyzer,Google autocomplete: hot and cold texting,65,,,,,not queried,unavailable (not zero)
situationship after breakup,situationship,/situationship-analyzer,Google autocomplete: situationship a,65,20,,LOW,0,not queried,available
breadcrumbing examples psychology,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing examples,65,,,,,not queried,unavailable (not zero)
ex drunk texting me,ex,/ex-text-analyzer,Google autocomplete: ex drunk texting,65,,,,,not queried,unavailable (not zero)
whatsapp chat analyzer ai,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat analyzer,95,10,,LOW,25,not queried,available
one sided texting meaning,initiation,/tools/who-texts-first,Google autocomplete: one sided texting,65,,,,,not queried,unavailable (not zero)
average text response time,reply,/tools/reply-time-calculator,Google autocomplete: text response time a,65,30,,LOW,0,not queried,available
relationship analysis test,home,/,Google autocomplete: relationship analysis,45,10,,,,not queried,available
does he love me quiz accurate,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me quiz a,45,10,,,,not queried,available
what dry texting mean,losing,/is-he-losing-interest,Google autocomplete: dry texting w,65,10,,LOW,0,not queried,available
hot and cold text messages,mixed,/mixed-signals-text-analyzer,Google autocomplete: hot and cold texting,65,10,,LOW,0,not queried,available
situationship boundaries examples,situationship,/situationship-analyzer,Google autocomplete: situationship boundaries,65,,,,,not queried,unavailable (not zero)
breadcrumbing examples text,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing examples,65,10,,LOW,0,not queried,available
ex husband reaching out,ex,/ex-text-analyzer,Google autocomplete: ex reaching out h,65,,,,,not queried,unavailable (not zero)
whatsapp chat analyzer app,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat analyzer,95,,,,,not queried,unavailable (not zero)
one sided texting relationship,initiation,/tools/who-texts-first,Google autocomplete: one sided texting,65,,,,,not queried,unavailable (not zero)
average whatsapp reply time,reply,/tools/reply-time-calculator,Google autocomplete: whatsapp reply time,65,,,,,not queried,unavailable (not zero)
relationship conversation analyzer,home,/,Google autocomplete: conversation analyzer,95,,,,,not queried,unavailable (not zero)
does my crush hate me quiz,interest,/does-he-like-me-text-analyzer,Google autocomplete: does my crush like me h,45,10,,LOW,0,not queried,available
whats a slow fade,losing,/is-he-losing-interest,Google autocomplete: is he slow fading,65,10,,LOW,0,not queried,available
hot and cold texting behavior,mixed,/mixed-signals-text-analyzer,Google autocomplete: hot and cold texting,65,,,,,not queried,unavailable (not zero)
situationship compatibility test,situationship,/situationship-analyzer,Google autocomplete: situationship test,45,,,,,not queried,unavailable (not zero)
breadcrumbing in dating,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing,65,880,0.22,LOW,21,not queried,available
ignoring ex text messages,ex,/ex-text-analyzer,Google autocomplete: ex text messages,65,10,,LOW,0,not queried,available
whatsapp chat analyzer free,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat analyzer,95,10,4.66,LOW,20,not queried,available
whatsapp message count iphone,initiation,/tools/who-texts-first,Google autocomplete: whatsapp message counter,65,10,,LOW,0,not queried,available
fast replies are attractive,reply,/tools/reply-time-calculator,Google autocomplete: fast replies a,65,590,,LOW,0,not queried,available
relationship text analysis,home,/,Google autocomplete: relationship text analyzer,95,,,,,not queried,unavailable (not zero)
does my crush like me ai,interest,/does-he-like-me-text-analyzer,Google autocomplete: does my crush like me,65,,,,,not queried,unavailable (not zero)
boyfriend never asks me questions,losing,/is-he-losing-interest,Google autocomplete: he never asks me questions,65,20,,LOW,0,not queried,available
hot and cold texting guy,mixed,/mixed-signals-text-analyzer,Google autocomplete: hot and cold texting,65,,,,,not queried,unavailable (not zero)
situationship not texting,situationship,/situationship-analyzer,Google autocomplete: situationship texting,65,,,,,not queried,unavailable (not zero)
breadcrumbing in friendship,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing,65,50,,LOW,1,not queried,available
toxic ex text messages,ex,/ex-text-analyzer,Google autocomplete: ex text messages,65,,,,,not queried,unavailable (not zero)
whatsapp chat analyzer relationship,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat analyzer,95,10,,LOW,5,not queried,available
whatsapp message counter app,initiation,/tools/who-texts-first,Google autocomplete: whatsapp message counter,65,10,,LOW,0,not queried,available
leave on read meaning,reply,/tools/reply-time-calculator,Google autocomplete: left on read meaning,65,260,,LOW,2,not queried,available
text conversation analyzer,home,/,Google autocomplete: conversation analyzer,95,20,,LOW,19,not queried,available
does my crush like me back,interest,/does-he-like-me-text-analyzer,Google autocomplete: does my crush like me,65,1900,3.21,LOW,0,not queried,available
dry text what to do,losing,/is-he-losing-interest,Google autocomplete: dry texting w,65,,,,,not queried,unavailable (not zero)
hot and cold texting meaning,mixed,/mixed-signals-text-analyzer,Google autocomplete: hot and cold texting,65,,,,,not queried,unavailable (not zero)
situationship texting less,situationship,/situationship-analyzer,Google autocomplete: situationship texting,65,,,,,not queried,unavailable (not zero)
breadcrumbing in marriage,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing,65,140,0.47,LOW,5,not queried,available
checking in on an ex,ex,/ex-text-analyzer,Google autocomplete: ex checking in a,65,10,,LOW,0,not queried,available
whatsapp chat data analysis,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat statistics a,95,10,,LOW,0,not queried,available
whatsapp message counter iphone,initiation,/tools/who-texts-first,Google autocomplete: whatsapp message counter,65,,,,,not queried,unavailable (not zero)
left on seen meaning,reply,/tools/reply-time-calculator,Google autocomplete: left on read meaning,65,30,,LOW,0,not queried,available
text message analysis,home,/,Google autocomplete: text message analyzer,95,320,1.87,LOW,2,not queried,available
does my crush like me quiz,interest,/does-he-like-me-text-analyzer,Google autocomplete: does my crush like me w,45,2900,0.46,LOW,0,not queried,available
dry texting after first date,losing,/is-he-losing-interest,Google autocomplete: dry texting a,65,10,,LOW,2,not queried,available
inconsistent texting after first date,mixed,/mixed-signals-text-analyzer,Google autocomplete: inconsistent texting a,65,,,,,not queried,unavailable (not zero)
situationship texting rules,situationship,/situationship-analyzer,Google autocomplete: situationship texting,65,,,,,not queried,unavailable (not zero)
breadcrumbing in relationships,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing,65,390,0.49,LOW,16,not queried,available
checking in on my ex,ex,/ex-text-analyzer,Google autocomplete: ex checking in w,65,,,,,not queried,unavailable (not zero)
whatsapp chat history analysis,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat analyzer h,95,,,,,not queried,unavailable (not zero)
whatsapp message counter online,initiation,/tools/who-texts-first,Google autocomplete: whatsapp message counter,65,10,,,,not queried,available
normal reply time hinge,reply,/tools/reply-time-calculator,Google autocomplete: average reply time h,65,,,,,not queried,unavailable (not zero)
ai conversation analyzer free,home,/,Google autocomplete: conversation analyzer a,95,,,,,not queried,unavailable (not zero)
does my crush like me test,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me test,45,210,,LOW,0,not queried,available
dry texting from a guy,losing,/is-he-losing-interest,Google autocomplete: dry texting a,65,,,,,not queried,unavailable (not zero)
inconsistent texting from a guy,mixed,/mixed-signals-text-analyzer,Google autocomplete: inconsistent texting,65,20,,LOW,0,not queried,available
situationship texting schedule,situationship,/situationship-analyzer,Google autocomplete: situationship texting,65,,,,,not queried,unavailable (not zero)
breadcrumbing text examples,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing examples a,65,30,,LOW,1,not queried,available
ex acting hot and cold,ex,/ex-text-analyzer,Google autocomplete: ex hot and cold,65,10,,LOW,0,not queried,available
whatsapp chat history data,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat statistics h,65,,,,,not queried,unavailable (not zero)
whatsapp message word count,initiation,/tools/who-texts-first,Google autocomplete: whatsapp message counter w,65,,,,,not queried,unavailable (not zero)
normal text response time,reply,/tools/reply-time-calculator,Google autocomplete: average text response time dating,65,,,,,not queried,unavailable (not zero)
ai relationship argument analysis,home,/,Google autocomplete: relationship analysis a,95,,,,,not queried,unavailable (not zero)
how does my crush like me,interest,/does-he-like-me-text-analyzer,Google autocomplete: does my crush like me h,65,,,,,not queried,unavailable (not zero)
dry texting in a relationship,losing,/is-he-losing-interest,Google autocomplete: dry texting a,65,,,,,not queried,unavailable (not zero)
inconsistent texting in early dating,mixed,/mixed-signals-text-analyzer,Google autocomplete: inconsistent texting,65,,,,,not queried,unavailable (not zero)
situationship vs dating,situationship,/situationship-analyzer,Google autocomplete: situationship vs relationship a,65,140,0.05,LOW,3,not queried,available
breadcrumbing texts examples,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing texts,65,,,,,not queried,unavailable (not zero)
ex breadcrumbing during no contact,ex,/ex-text-analyzer,Google autocomplete: ex breadcrumbing,65,10,,LOW,0,not queried,available
whatsapp chat parser app,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat analyzer a,65,10,,,,not queried,available
who initiates the conversation,initiation,/tools/who-texts-first,Google autocomplete: who initiates conversation,65,10,,LOW,0,not queried,available
response time analysis calculator,reply,/tools/reply-time-calculator,Google autocomplete: reply time calculator a,95,,,,,not queried,unavailable (not zero)
ai relationship chat analyzer,home,/,Google autocomplete: ai relationship analyzer,95,,,,,not queried,unavailable (not zero)
how interested is he in me,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he interested in me h,65,10,,LOW,11,not queried,available
dry texting what to do,losing,/is-he-losing-interest,Google autocomplete: dry texting w,65,,,,,not queried,unavailable (not zero)
mixed messages from a guy,mixed,/mixed-signals-text-analyzer,Google autocomplete: mixed signals from a guy,65,10,0.06,LOW,14,not queried,available
situationship with boundaries,situationship,/situationship-analyzer,Google autocomplete: situationship boundaries w,65,,,,,not queried,unavailable (not zero)
breadcrumbing urban dictionary,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing,65,140,,LOW,0,not queried,available
ex checking in after breakup,ex,/ex-text-analyzer,Google autocomplete: ex checking in,65,10,,LOW,1,not queried,available
whatsapp chat parser website,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat analyzer w,65,,,,,not queried,unavailable (not zero)
who should text first,initiation,/tools/who-texts-first,Google autocomplete: who texts first,65,50,,LOW,1,not queried,available
response time calculation formula,reply,/tools/reply-time-calculator,Google autocomplete: response time calculator,65,10,,LOW,0,not queried,available
ai relationship text analyzer,home,/,Google autocomplete: ai relationship analyzer,95,,,,,not queried,unavailable (not zero)
is he actually interested in me,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he interested in me a,65,10,0.07,LOW,12,not queried,available
he has stopped texting me,losing,/is-he-losing-interest,Google autocomplete: he stopped texting me h,65,10,,LOW,0,not queried,available
mixed signals after break up,mixed,/mixed-signals-text-analyzer,Google autocomplete: mixed signals a,65,10,,LOW,0,not queried,available
texting a situationship,situationship,/situationship-analyzer,Google autocomplete: situationship texting a,65,,,,,not queried,unavailable (not zero)
breadcrumbing vs testing,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing test,45,,,,,not queried,unavailable (not zero)
ex checking my whatsapp status,ex,/ex-text-analyzer,Google autocomplete: ex checking in w,65,10,,,,not queried,available
whatsapp chat statistics app,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat statistics a,95,,,,,not queried,unavailable (not zero)
who starts a conversation,initiation,/tools/who-texts-first,Google autocomplete: who initiates conversation a,65,40,,LOW,0,not queried,available
response time calculator online,reply,/tools/reply-time-calculator,Google autocomplete: reply time calculator,95,,,,,not queried,unavailable (not zero)
analyze my text messages,home,/,Google autocomplete: analyze text messages,95,10,,LOW,4,not queried,available
is he flirting or being nice,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he flirting or being friendly,65,50,0.05,LOW,9,not queried,available
he stopped texting me goodnight,losing,/is-he-losing-interest,Google autocomplete: he stopped texting me,65,10,,LOW,0,not queried,available
mixed signals after first date,mixed,/mixed-signals-text-analyzer,Google autocomplete: mixed signals a,65,10,0.11,LOW,29,not queried,available
toxic situationship quiz,situationship,/situationship-analyzer,Google autocomplete: situationship quiz,45,,,,,not queried,unavailable (not zero)
dating benching ghosting,breadcrumb,/breadcrumbing-test,Google autocomplete: benching dating,65,,,,,not queried,unavailable (not zero)
ex checks in then disappears,ex,/ex-text-analyzer,Google autocomplete: ex checking in,65,,,,,not queried,unavailable (not zero)
whatsapp chat stats app,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat statistics,95,,,,,not queried,unavailable (not zero)
who starts conversation hinge,initiation,/tools/who-texts-first,Google autocomplete: who initiates conversation h,65,,,,,not queried,unavailable (not zero)
slow replies after date,reply,/tools/reply-time-calculator,Google autocomplete: slow replies a,65,,,,,not queried,unavailable (not zero)
analyze text message conversation,home,/,Google autocomplete: analyze text messages,95,20,9.99,LOW,12,not queried,available
is he interested in me quiz,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he interested in me,45,50,,LOW,1,not queried,available
he takes forever to reply,losing,/is-he-losing-interest,Google autocomplete: he takes longer to reply,65,10,,LOW,0,not queried,available
mixed signals hot and cold,mixed,/mixed-signals-text-analyzer,Google autocomplete: mixed signals h,65,,,,,not queried,unavailable (not zero)
define the relationship when,situationship,/situationship-analyzer,Google autocomplete: define the relationship w,65,,,,,not queried,unavailable (not zero)
orbiting dating meaning,breadcrumb,/breadcrumbing-test,Google autocomplete: orbiting dating,65,10,,LOW,0,not queried,available
ex hot and cold behavior,ex,/ex-text-analyzer,Google autocomplete: ex hot and cold,65,10,,LOW,0,not queried,available
whatsapp chat stats online,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat statistics,95,,,,,not queried,unavailable (not zero)
who texts first hinge,initiation,/tools/who-texts-first,Google autocomplete: who texts first h,65,,,,,not queried,unavailable (not zero)
slow replies annoy me,reply,/tools/reply-time-calculator,Google autocomplete: slow replies a,65,10,,LOW,0,not queried,available
analyze text messages ai,home,/,Google autocomplete: analyze text messages,95,40,5.2,MEDIUM,38,not queried,available
is he interested in me romantically,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he interested in me,65,30,,LOW,1,not queried,available
he's being distant with me,losing,/is-he-losing-interest,Google autocomplete: why is he being distant,65,10,,LOW,0,not queried,available
mixed signals how to deal,mixed,/mixed-signals-text-analyzer,Google autocomplete: mixed signals h,65,,,,,not queried,unavailable (not zero)
does texting ruin relationships,situationship,/situationship-analyzer,Google autocomplete: situationship texting h,65,10,,LOW,0,not queried,available
orbiting dating psychology,breadcrumb,/breadcrumbing-test,Google autocomplete: orbiting dating,65,,,,,not queried,unavailable (not zero)
ex hot and cold behaviour,ex,/ex-text-analyzer,Google autocomplete: ex hot and cold,65,10,,,,not queried,available
app that analyzes text messages,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp text analyzer,95,30,9.52,LOW,11,not queried,available
who texts who first,initiation,/tools/who-texts-first,Google autocomplete: who texts first w,65,30,,LOW,0,not queried,available
slow replies from guy,reply,/tools/reply-time-calculator,Google autocomplete: slow replies,65,10,,LOW,0,not queried,available
analyze text messages free,home,/,Google autocomplete: analyze text messages,95,,,,,not queried,unavailable (not zero)
is he interested in me test,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he interested in me,45,50,,LOW,1,not queried,available
he's not texting me anymore,losing,/is-he-losing-interest,Google autocomplete: he stopped texting me a,65,10,,LOW,2,not queried,available
mixed signals what to do,mixed,/mixed-signals-text-analyzer,Google autocomplete: mixed signals w,65,10,,LOW,0,not queried,available
friendship or situationship quiz,situationship,/situationship-analyzer,Google autocomplete: situationship quiz,45,,,,,not queried,unavailable (not zero)
orbiting dating slang,breadcrumb,/breadcrumbing-test,Google autocomplete: orbiting dating,65,10,,LOW,0,not queried,available
ex husband hot and cold,ex,/ex-text-analyzer,Google autocomplete: ex hot and cold h,65,,,,,not queried,unavailable (not zero)
export whatsapp chat and media,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: export whatsapp chat a,65,,,,,not queried,unavailable (not zero)
double texting a hinge match,initiation,/tools/who-texts-first,Google autocomplete: double texting a,65,,,,,not queried,unavailable (not zero)
