keyword,cluster,page,source,business_fit,search_volume_us,cpc_usd,paid_competition,paid_competition_index,seo_kd,metric_status
he stopped texting after first date,backlog-long-distance,TBD,unqueried backlog; Google autocomplete: boyfriend stopped texting a,80,10,,,,not queried,available
ai relationship advice app,backlog-tools,TBD,unqueried backlog; Google autocomplete: ai relationship advice,80,10,,MEDIUM,40,not queried,available
how to tell if a guy likes you through text,backlog-backlog-interest,/does-he-like-me-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: how to tell if a guy likes you over text,80,50,0.05,LOW,17,not queried,available
signs he's losing interest in a relationship,backlog-backlog-losing,/is-he-losing-interest,unqueried backlog; unqueried first-round backlog; Google autocomplete: is he losing interest a,80,,,,,not queried,unavailable (not zero)
he texts me every day but never makes plans,backlog-backlog-mixed,/mixed-signals-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: he texts me but never makes plans,80,10,,LOW,0,not queried,available
what is a one sided relationship called,backlog-backlog-situationship,/situationship-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: one sided situationship a,80,90,,LOW,0,not queried,available
why is my ex texting me everyday,backlog-backlog-ex,/ex-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: why is my ex texting me,80,10,,LOW,0,not queried,available
as a guy should i always text first,backlog-backlog-initiation,/tools/who-texts-first,unqueried backlog; unqueried first-round backlog; Google autocomplete: i always text first a,80,,,,,not queried,unavailable (not zero)
signs of healthy attraction,interest,TBD,Google autocomplete: signs of attraction h,85,,,,,not queried,unavailable (not zero)
relationship health questions,conversation,TBD,Google autocomplete: relationship questions h,75,,,,,not queried,unavailable (not zero)
how to deal with husband rejection,responses,TBD,Google autocomplete: how to respond to rejection h,85,,,,,not queried,unavailable (not zero)
casual dating meaning,dating,TBD,Google autocomplete: casual dating,75,2900,5.68,LOW,2,not queried,available
he ignores me why,distance,TBD,Google autocomplete: he ignores me w,85,,,,,not queried,unavailable (not zero)
emotional unavailability test,patterns,TBD,Google autocomplete: emotional unavailability,75,20,,LOW,26,not queried,available
how to stop chasing wife,breakup,TBD,Google autocomplete: how to stop chasing someone w,75,,,,,not queried,unavailable (not zero)
banter flirting meaning,textmeaning,TBD,Google autocomplete: banter flirting,85,10,,LOW,0,not queried,available
what does an exclusive talking stage mean,backlog-talking-stage,TBD,unqueried backlog; Google autocomplete: exclusive talking stage a,80,,,,,not queried,unavailable (not zero)
do ghosters come back after years,backlog-ghosting,TBD,unqueried backlog; Google autocomplete: why do ghosters come back,80,,,,,not queried,unavailable (not zero)
texting everyday after second date,backlog-texting,TBD,unqueried backlog; Google autocomplete: texting after second date,80,,,,,not queried,unavailable (not zero)
signs she is emotionally invested,backlog-interest,TBD,unqueried backlog; Google autocomplete: signs he is emotionally invested,80,,,,,not queried,unavailable (not zero)
do expectations ruin relationships,backlog-effort,TBD,unqueried backlog; Google autocomplete: relationship expectations h,80,10,,LOW,2,not queried,available
green flags in men examples,backlog-signals,TBD,unqueried backlog; Google autocomplete: green flags in men,80,,,,,not queried,unavailable (not zero)
ex boyfriend texts out of the blue,backlog-ex,TBD,unqueried backlog; Google autocomplete: ex texts out of the blue,80,10,,LOW,0,not queried,available
he stopped texting after second date,backlog-long-distance,TBD,unqueried backlog; Google autocomplete: boyfriend stopped texting a,80,,,,,not queried,unavailable (not zero)
ai relationship advice chat,backlog-tools,TBD,unqueried backlog; Google autocomplete: ai relationship advice,80,,,,,not queried,unavailable (not zero)
how to tell if a guy loves you over text,backlog-backlog-interest,/does-he-like-me-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: how to tell if a guy likes you over text,80,10,,,,not queried,available
signs he's losing interest in the relationship,backlog-backlog-losing,/is-he-losing-interest,unqueried backlog; unqueried first-round backlog; Google autocomplete: signs he is losing interest,80,10,0.05,LOW,25,not queried,available
how to be hot and cold with a guy,backlog-backlog-mixed,/mixed-signals-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: hot and cold texting w,80,10,,LOW,7,not queried,available
why am i always in a situationship,backlog-backlog-situationship,/situationship-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: am i in a situationship a,80,,,,,not queried,unavailable (not zero)
does my ex miss me after 2 months,backlog-backlog-ex,/ex-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: does my ex miss me a,80,10,,,,not queried,available
he replies to my texts but never initiates,backlog-backlog-initiation,/tools/who-texts-first,unqueried backlog; unqueried first-round backlog; Google autocomplete: he replies but never initiates,80,,,,,not queried,unavailable (not zero)
signs of hidden attraction,interest,TBD,Google autocomplete: signs of attraction h,85,40,0.15,LOW,13,not queried,available
relationship help questions,conversation,TBD,Google autocomplete: relationship questions h,75,10,0.04,LOW,13,not queried,available
how to deal with rejection healthily,responses,TBD,Google autocomplete: how to respond to rejection h,85,,,,,not queried,unavailable (not zero)
casual dating rules,dating,TBD,Google autocomplete: casual dating,75,320,0.06,LOW,4,not queried,available
he is acting distant,distance,TBD,Google autocomplete: he is distant a,85,10,,LOW,0,not queried,available
emotional unavailability woman,patterns,TBD,Google autocomplete: emotional unavailability w,75,720,1.15,LOW,5,not queried,available
how to stop chasing women,breakup,TBD,Google autocomplete: how to stop chasing someone w,75,70,,LOW,0,not queried,available
banter vs flirting,textmeaning,TBD,Google autocomplete: banter flirting,85,110,,LOW,0,not queried,available
what is a talking stage vs dating,backlog-talking-stage,TBD,unqueried backlog; Google autocomplete: talking stage vs dating a,80,,,,,not queried,unavailable (not zero)
do they come back after ghosting,backlog-ghosting,TBD,unqueried backlog; Google autocomplete: he came back after ghosting,80,10,,LOW,0,not queried,available
texting everyday in a relationship,backlog-texting,TBD,unqueried backlog; Google autocomplete: texting in a relationship,80,,,,,not queried,unavailable (not zero)
signs she wants a relationship,backlog-interest,TBD,unqueried backlog; Google autocomplete: signs he wants a relationship,80,20,,LOW,0,not queried,available
does relationship have boundaries,backlog-effort,TBD,unqueried backlog; Google autocomplete: relationship boundaries h,80,,,,,not queried,unavailable (not zero)
green flags in men hinge,backlog-signals,TBD,unqueried backlog; Google autocomplete: green flags in men,80,,,,,not queried,unavailable (not zero)
ex girlfriend texts out of the blue,backlog-ex,TBD,unqueried backlog; Google autocomplete: ex texts out of the blue,80,,,,,not queried,unavailable (not zero)
he stopped texting and calling me,backlog-long-distance,TBD,unqueried backlog; Google autocomplete: boyfriend stopped texting a,80,10,,,,not queried,available
ai relationship advice chatbot,backlog-tools,TBD,unqueried backlog; Google autocomplete: ai relationship advice,80,,,,,not queried,unavailable (not zero)
how to tell if a man likes you over text,backlog-backlog-interest,/does-he-like-me-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: how to tell if a guy likes you over text,80,10,0.12,LOW,12,not queried,available
signs he's pulling away from a relationship,backlog-backlog-losing,/is-he-losing-interest,unqueried backlog; unqueried first-round backlog; Google autocomplete: signs he is pulling away a,80,,,,,not queried,unavailable (not zero)
how to deal with mixed signals from a guy,backlog-backlog-mixed,/mixed-signals-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: mixed signals from a guy h,80,30,,LOW,7,not queried,available
why am i stuck in a situationship,backlog-backlog-situationship,/situationship-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: am i in a situationship w,80,,,,,not queried,unavailable (not zero)
does my ex miss me after 2 years,backlog-backlog-ex,/ex-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: does my ex miss me a,80,10,,LOW,0,not queried,available
i am always the first to text him,backlog-backlog-initiation,/tools/who-texts-first,unqueried backlog; unqueried first-round backlog; Google autocomplete: i always text first a,80,,,,,not queried,unavailable (not zero)
signs of hiding attraction,interest,TBD,Google autocomplete: signs of attraction h,85,,,,,not queried,unavailable (not zero)
relationship history questions,conversation,TBD,Google autocomplete: relationship questions h,75,10,,LOW,0,not queried,available
how to reply to an apology,responses,TBD,Google autocomplete: how to respond to an apology h,85,590,,LOW,0,not queried,available
casual dating website,dating,TBD,Google autocomplete: casual dating,75,720,6.32,MEDIUM,66,not queried,available
he is acting weird,distance,TBD,Google autocomplete: he is acting different,85,10,,LOW,0,not queried,available
emotionally unavailable widower,patterns,TBD,Google autocomplete: emotional unavailability w,75,10,,LOW,0,not queried,available
how to stop liking him,breakup,TBD,Google autocomplete: how to stop liking someone h,75,40,,LOW,0,not queried,available
chemistry love words,textmeaning,TBD,Google autocomplete: romantic chemistry w,85,,,,,not queried,unavailable (not zero)
how long does the average talking stage last,backlog-talking-stage,TBD,unqueried backlog; Google autocomplete: how to know if talking stage is going well,80,40,,LOW,0,not queried,available
getting ghosted after a good date,backlog-ghosting,TBD,unqueried backlog; Google autocomplete: ghosting after a good date,80,,,,,not queried,unavailable (not zero)
texting first after a date,backlog-texting,TBD,unqueried backlog; Google autocomplete: texting after first date a,80,,,,,not queried,unavailable (not zero)
signs she wants something serious,backlog-interest,TBD,unqueried backlog; Google autocomplete: signs he wants something serious,80,,,,,not queried,unavailable (not zero)
effective communication in relationships,backlog-effort,TBD,unqueried backlog; Google autocomplete: healthy communication in relationships,80,320,0.46,MEDIUM,42,not queried,available
green flags in men list,backlog-signals,TBD,unqueried backlog; Google autocomplete: green flags in men,80,,,,,not queried,unavailable (not zero)
ex sends text out of the blue,backlog-ex,TBD,unqueried backlog; Google autocomplete: ex texts out of the blue,80,,,,,not queried,unavailable (not zero)
how often long distance relationship talk,backlog-long-distance,TBD,unqueried backlog; Google autocomplete: how often should long distance couples talk,80,,,,,not queried,unavailable (not zero)
ai relationship advice free,backlog-tools,TBD,unqueried backlog; Google autocomplete: ai relationship advice,80,30,3.09,MEDIUM,59,not queried,available
how to tell if he is flirting or being friendly,backlog-backlog-interest,/does-he-like-me-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: is he flirting or being friendly h,80,10,0.08,MEDIUM,57,not queried,available
signs someone is pulling away from you,backlog-backlog-losing,/is-he-losing-interest,unqueried backlog; unqueried first-round backlog; Google autocomplete: signs he is pulling away,80,10,0.09,LOW,4,not queried,available
how to respond to mixed signals from a guy,backlog-backlog-mixed,/mixed-signals-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: mixed signals from a guy h,80,10,,LOW,0,not queried,available
why can t he commit to me,backlog-backlog-situationship,/situationship-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: why wont he commit,80,10,,LOW,7,not queried,available
does my ex miss me after 3 months,backlog-backlog-ex,/ex-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: does my ex miss me,80,10,,LOW,0,not queried,available
i am always the one to text first,backlog-backlog-initiation,/tools/who-texts-first,unqueried backlog; unqueried first-round backlog; Google autocomplete: i always text first a,80,,,,,not queried,unavailable (not zero)
signs of high attraction,interest,TBD,Google autocomplete: signs of attraction h,85,,,,,not queried,unavailable (not zero)
relationship honesty questions,conversation,TBD,Google autocomplete: relationship questions h,75,,,,,not queried,unavailable (not zero)
how to respond to a hey,responses,TBD,Google autocomplete: how to respond to hey a,85,30,,LOW,0,not queried,available
casual dating women,dating,TBD,Google autocomplete: casual dating w,75,10,,LOW,20,not queried,available
he is distant meaning,distance,TBD,Google autocomplete: he is distant,85,,,,,not queried,unavailable (not zero)
emotionally unavailable wife,patterns,TBD,Google autocomplete: emotional unavailability w,75,40,0.02,LOW,3,not queried,available
how to stop loving her,breakup,TBD,Google autocomplete: how to stop liking someone h,75,20,,LOW,3,not queried,available
emotional attraction examples,textmeaning,TBD,Google autocomplete: emotional attraction,85,10,,LOW,2,not queried,available
how long does the talking stage last for,backlog-talking-stage,TBD,unqueried backlog; Google autocomplete: how long should the talking stage last a,80,,,,,not queried,unavailable (not zero)
ghosted after 4 months of dating,backlog-ghosting,TBD,unqueried backlog; Google autocomplete: ghosting after months of dating,80,10,,LOW,0,not queried,available
texting habits and relationships psychology,backlog-texting,TBD,unqueried backlog; Google autocomplete: texting habits a,80,10,,,,not queried,available
signs someone is emotionally invested,backlog-interest,TBD,unqueried backlog; Google autocomplete: signs he is emotionally invested,80,,,,,not queried,unavailable (not zero)
emotional availability and intelligence,backlog-effort,TBD,unqueried backlog; Google autocomplete: emotional availability a,80,,,,,not queried,unavailable (not zero)
green flags in men relationships,backlog-signals,TBD,unqueried backlog; Google autocomplete: green flags in men,80,10,,LOW,0,not queried,available
ex text me out of the blue,backlog-ex,TBD,unqueried backlog; Google autocomplete: ex texts out of the blue,80,10,,LOW,0,not queried,available
long distance boyfriend bad at texting,backlog-long-distance,TBD,unqueried backlog; Google autocomplete: long distance relationship texting a,80,10,,LOW,0,not queried,available
ai text message analysis,backlog-tools,TBD,unqueried backlog; Google autocomplete: ai text message analyzer,95,10,,LOW,14,not queried,available
is he just being nice or does he like me,backlog-backlog-interest,/does-he-like-me-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: is he just being nice h,80,260,0.14,LOW,12,not queried,available
signs when a guy is losing interest,backlog-backlog-losing,/is-he-losing-interest,unqueried backlog; unqueried first-round backlog; Google autocomplete: signs he is losing interest w,80,,,,,not queried,unavailable (not zero)
we text everyday but he never asks me out,backlog-backlog-mixed,/mixed-signals-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: he texts everyday but never asks me out,80,,,,,not queried,unavailable (not zero)
why he won t commit to you,backlog-backlog-situationship,/situationship-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: why wont he commit,80,10,,LOW,10,not queried,available
does my ex miss me after 4 months,backlog-backlog-ex,/ex-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: does my ex miss me a,80,,,,,not queried,unavailable (not zero)
one sided friendship texting lack of care unsustainable,backlog-backlog-initiation,/tools/who-texts-first,unqueried backlog; unqueried first-round backlog; Google autocomplete: one sided texting,80,,,,,not queried,unavailable (not zero)
signs of human attraction,interest,TBD,Google autocomplete: signs of attraction h,85,10,,LOW,0,not queried,available
relationship hypothetical questions,conversation,TBD,Google autocomplete: relationship questions h,75,170,0.06,LOW,5,not queried,available
how to respond to a rejection,responses,TBD,Google autocomplete: how to respond to rejection a,85,20,,LOW,1,not queried,available
casual relationship app,dating,TBD,Google autocomplete: casual relationship a,75,10,,HIGH,86,not queried,available
he said he's busy,distance,TBD,Google autocomplete: he says he is busy,85,40,,LOW,0,not queried,available
good relationship signs,patterns,TBD,Google autocomplete: healthy relationship signs,75,110,0.05,LOW,13,not queried,available
how to stop loving him,breakup,TBD,Google autocomplete: how to stop liking someone h,75,70,2.27,LOW,4,not queried,available
emotional attraction meaning,textmeaning,TBD,Google autocomplete: emotional attraction,85,140,,LOW,1,not queried,available
how long should a healthy talking stage last,backlog-talking-stage,TBD,unqueried backlog; Google autocomplete: how long should the talking stage last h,80,,,,,not queried,unavailable (not zero)
ghosted after 5 months of dating,backlog-ghosting,TBD,unqueried backlog; Google autocomplete: ghosting after months of dating,80,,,,,not queried,unavailable (not zero)
texting habits of older guys,backlog-texting,TBD,unqueried backlog; Google autocomplete: texting habits,80,20,,LOW,0,not queried,available
was i being led on,backlog-interest,TBD,unqueried backlog; Google autocomplete: am i being led on,80,,,,,not queried,unavailable (not zero)
emotional availability and maturity,backlog-effort,TBD,unqueried backlog; Google autocomplete: emotional availability a,80,,,,,not queried,unavailable (not zero)
hidden red flags in men,backlog-signals,TBD,unqueried backlog; Google autocomplete: red flags in men h,80,,,,,not queried,unavailable (not zero)
ex texts you out of the blue,backlog-ex,TBD,unqueried backlog; Google autocomplete: ex texts out of the blue,80,10,,LOW,0,not queried,available
long distance dating questions to ask,backlog-long-distance,TBD,unqueried backlog; Google autocomplete: long distance relationship questions a,80,,,,,not queried,unavailable (not zero)
ai text tone analyzer,backlog-tools,TBD,unqueried backlog; Google autocomplete: text tone analyzer,95,,,,,not queried,unavailable (not zero)
is he just being nice or is he into me,backlog-backlog-interest,/does-he-like-me-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: is he just being nice h,80,,,,,not queried,unavailable (not zero)
what to do when he's losing interest,backlog-backlog-losing,/is-he-losing-interest,unqueried backlog; unqueried first-round backlog; Google autocomplete: is he losing interest w,80,10,,LOW,7,not queried,available
what is hot and cold at the same time,backlog-backlog-mixed,/mixed-signals-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: hot and cold texting h,80,30,,LOW,0,not queried,available
why won t he commit to marriage,backlog-backlog-situationship,/situationship-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: why wont he commit,80,10,,,,not queried,available
does my ex miss me after 5 months,backlog-backlog-ex,/ex-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: does my ex miss me a,80,,,,,not queried,unavailable (not zero)
should i text him first after a date,backlog-backlog-initiation,/tools/who-texts-first,unqueried backlog; unqueried first-round backlog; Google autocomplete: should i text him first,80,20,0.03,LOW,8,not queried,available
signs of interest woman,interest,TBD,Google autocomplete: signs of attraction w,85,,,,,not queried,unavailable (not zero)
relationship questions app,conversation,TBD,Google autocomplete: relationship questions a,75,50,1.63,LOW,22,not queried,available
how to respond to her apology,responses,TBD,Google autocomplete: how to respond to an apology h,85,,,,,not queried,unavailable (not zero)
casual relationship definition,dating,TBD,Google autocomplete: casual relationship,75,260,,LOW,1,not queried,available
he says he's busy,distance,TBD,Google autocomplete: he says he is busy,85,40,,LOW,0,not queried,available
having communication issues,patterns,TBD,Google autocomplete: inconsistent communication h,75,,,,,not queried,unavailable (not zero)
my ex texted me hey,breakup,TBD,Google autocomplete: my ex texted me h,75,10,,LOW,0,not queried,available
emotional attraction sexuality,textmeaning,TBD,Google autocomplete: emotional attraction,85,20,,LOW,0,not queried,available
how long should the talking stage last for,backlog-talking-stage,TBD,unqueried backlog; Google autocomplete: how long should the talking stage last a,80,,,,,not queried,unavailable (not zero)
ghosted after 8 months of dating,backlog-ghosting,TBD,unqueried backlog; Google autocomplete: ghosting after months of dating,80,,,,,not queried,unavailable (not zero)
texting her after first date,backlog-texting,TBD,unqueried backlog; Google autocomplete: texting after first date h,80,10,,LOW,0,not queried,available
does he even care about me,backlog-interest,TBD,unqueried backlog; Google autocomplete: does he care about me,80,90,,LOW,0,not queried,available
emotional availability in friendship,backlog-effort,TBD,unqueried backlog; Google autocomplete: emotional availability,80,,,,,not queried,unavailable (not zero)
hot and cold behavior meaning,backlog-signals,TBD,unqueried backlog; Google autocomplete: hot and cold behavior,80,20,,LOW,0,not queried,available
ex wants to catch up as friends,backlog-ex,TBD,unqueried backlog; Google autocomplete: ex wants to meet up a,80,,,,,not queried,unavailable (not zero)
long distance love text for her,backlog-long-distance,TBD,unqueried backlog; Google autocomplete: long distance relationship texting h,80,10,,MEDIUM,33,not queried,available
ask ai relationship advice,backlog-tools,TBD,unqueried backlog; Google autocomplete: ai relationship advice a,80,10,,MEDIUM,57,not queried,available
signs he likes you more than a friend over text,backlog-backlog-interest,/does-he-like-me-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: signs he likes you over text a,80,10,,LOW,0,not queried,available
when he stops making plans with you,backlog-backlog-losing,/is-he-losing-interest,unqueried backlog; unqueried first-round backlog; Google autocomplete: he stopped making plans,80,,,,,not queried,unavailable (not zero)
why do guys act interested then not follow through,backlog-backlog-mixed,/mixed-signals-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: he acts interested then disappears,80,10,,LOW,0,not queried,available
why won't he commit to a relationship,backlog-backlog-situationship,/situationship-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: why wont he commit,80,10,0.02,LOW,10,not queried,available
does my ex miss me after 6 months,backlog-backlog-ex,/ex-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: does my ex miss me,80,20,,LOW,0,not queried,available
should i text him first after a fight,backlog-backlog-initiation,/tools/who-texts-first,unqueried backlog; unqueried first-round backlog; Google autocomplete: should i text him first,80,10,,LOW,6,not queried,available
what he thinks about,interest,TBD,Google autocomplete: what he thinks a,85,,,,,not queried,unavailable (not zero)
relationship questions hard,conversation,TBD,Google autocomplete: relationship questions h,75,,,,,not queried,unavailable (not zero)
how to respond to hey beautiful,responses,TBD,Google autocomplete: how to respond to hey,85,30,,LOW,0,not queried,available
casual relationship hinge,dating,TBD,Google autocomplete: casual relationship h,75,,,,,not queried,unavailable (not zero)
he was distant meaning,distance,TBD,Google autocomplete: he is distant w,85,,,,,not queried,unavailable (not zero)
having relationship doubts,patterns,TBD,Google autocomplete: relationship doubts,75,170,0.4,LOW,5,not queried,available
my ex texted me hi,breakup,TBD,Google autocomplete: my ex texted me h,75,10,,LOW,0,not queried,available
emotional attraction signs,textmeaning,TBD,Google autocomplete: emotional attraction,85,30,,LOW,1,not queried,available
how often do you text your talking stage,backlog-talking-stage,TBD,unqueried backlog; Google autocomplete: how often should you text in the talking stage,80,,,,,not queried,unavailable (not zero)
ghosting after 2 months of dating,backlog-ghosting,TBD,unqueried backlog; Google autocomplete: ghosting after months of dating,80,10,0.04,LOW,7,not queried,available
texting him after first date,backlog-texting,TBD,unqueried backlog; Google autocomplete: texting after first date h,80,10,,,,not queried,available
does he miss me at all,backlog-interest,TBD,unqueried backlog; Google autocomplete: does he miss me,80,90,,LOW,0,not queried,available
emotional availability in marriage,backlog-effort,TBD,unqueried backlog; Google autocomplete: emotional availability,80,,,,,not queried,unavailable (not zero)
hot and cold behavior psychology,backlog-signals,TBD,unqueried backlog; Google autocomplete: hot and cold behavior,80,210,,LOW,0,not queried,available
ex wants to meet up after years,backlog-ex,TBD,unqueried backlog; Google autocomplete: ex wants to meet up,80,10,,LOW,0,not queried,available
long distance love texts for him,backlog-long-distance,TBD,unqueried backlog; Google autocomplete: long distance relationship texting h,80,,,,,not queried,unavailable (not zero)
ask relationship advice ai,backlog-tools,TBD,unqueried backlog; Google autocomplete: relationship advice ai a,80,,,,,not queried,unavailable (not zero)
signs he likes you over text but is hiding it,backlog-backlog-interest,/does-he-like-me-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: signs he likes you over text,80,,,,,not queried,unavailable (not zero)
why does he keep texting me everyday,backlog-backlog-losing,/is-he-losing-interest,unqueried backlog; unqueried first-round backlog; Google autocomplete: he used to text me everyday a,80,10,,,,not queried,available
why is he so hot and cold with texting,backlog-backlog-mixed,/mixed-signals-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: hot and cold texting w,80,10,,,,not queried,available
am i in a relationship or a situationship,backlog-backlog-situationship,/situationship-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: am i in a situationship a,80,,,,,not queried,unavailable (not zero)
does my ex miss me after no contact,backlog-backlog-ex,/ex-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: does my ex miss me a,80,,,,,not queried,unavailable (not zero)
should i text him first after an argument,backlog-backlog-initiation,/tools/who-texts-first,unqueried backlog; unqueried first-round backlog; Google autocomplete: should i text him first,80,10,,LOW,7,not queried,available
can you feel mutual attraction,interest,TBD,Google autocomplete: signs of mutual attraction a,85,20,,LOW,2,not queried,available
relationship questions website,conversation,TBD,Google autocomplete: relationship questions w,75,,,,,not queried,unavailable (not zero)
how to respond to hey handsome,responses,TBD,Google autocomplete: how to respond to hey h,85,50,,LOW,0,not queried,available
casual relationship meaning,dating,TBD,Google autocomplete: casual relationship,75,2400,2.26,LOW,1,not queried,available
he's acting weird meaning,distance,TBD,Google autocomplete: he is acting different,85,,,,,not queried,unavailable (not zero)
healthy love signs,patterns,TBD,Google autocomplete: healthy relationship signs,75,,,,,not queried,unavailable (not zero)
signs a relation is over,breakup,TBD,Google autocomplete: signs a relationship is over,75,,,,,not queried,unavailable (not zero)
emotional attraction women,textmeaning,TBD,Google autocomplete: emotional attraction w,85,,,,,not queried,unavailable (not zero)
how to end a talking stage over text,backlog-talking-stage,TBD,unqueried backlog; Google autocomplete: how to end a talking stage,80,70,,LOW,1,not queried,available
ghosting after 3 months of dating,backlog-ghosting,TBD,unqueried backlog; Google autocomplete: ghosting after months of dating,80,,,,,not queried,unavailable (not zero)
texting in a casual relationship,backlog-texting,TBD,unqueried backlog; Google autocomplete: texting in a relationship,80,,,,,not queried,unavailable (not zero)
does he really care about me,backlog-interest,TBD,unqueried backlog; Google autocomplete: does he care about me,80,70,,LOW,0,not queried,available
emotional connection in marriage,backlog-effort,TBD,unqueried backlog; Google autocomplete: emotional connection,80,90,0.41,LOW,32,not queried,available
huge red flags in men,backlog-signals,TBD,unqueried backlog; Google autocomplete: red flags in men h,80,,,,,not queried,unavailable (not zero)
ex wants to meet up and talk,backlog-ex,TBD,unqueried backlog; Google autocomplete: ex wants to meet up,80,10,,LOW,0,not queried,available
long distance relationship activities online free,backlog-long-distance,TBD,unqueried backlog; Google autocomplete: long distance relationship a,80,30,12.06,LOW,6,not queried,available
asking chatgpt relationship advice,backlog-tools,TBD,unqueried backlog; Google autocomplete: chatgpt relationship advice a,80,,,,,not queried,unavailable (not zero)
why is he interested in me all of a sudden,backlog-backlog-interest,/does-he-like-me-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: is he interested in me a,80,10,,,,not queried,available
why does he take long to reply,backlog-backlog-losing,/is-he-losing-interest,unqueried backlog; unqueried first-round backlog; Google autocomplete: he takes longer to reply,80,10,,LOW,0,not queried,available
why is he's ignoring my texts after a fight,backlog-backlog-mixed,/mixed-signals-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: why does he ignore my texts,80,,,,,not queried,unavailable (not zero)
am i in a situationship with my ex,backlog-backlog-situationship,/situationship-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: am i in a situationship,80,,,,,not queried,unavailable (not zero)
does my ex miss me during no contact,backlog-backlog-ex,/ex-text-analyzer,unqueried backlog; unqueried first-round backlog; Google autocomplete: does my ex miss me,80,10,,LOW,20,not queried,available
should i text him first after break up,backlog-backlog-initiation,/tools/who-texts-first,unqueried backlog; unqueried first-round backlog; Google autocomplete: should i text him first a,80,,,,,not queried,unavailable (not zero)
does anyone find me attractive,interest,TBD,Google autocomplete: does he find me attractive,85,10,,LOW,0,not queried,available
conversation starters about life,conversation,TBD,Google autocomplete: conversation starters a,75,10,0.03,MEDIUM,48,not queried,available
how to respond to hey hey,responses,TBD,Google autocomplete: how to respond to hey h,85,10,,LOW,0,not queried,available
casual relationship psychology,dating,TBD,Google autocomplete: casual relationship,75,140,,LOW,1,not queried,available
he's distant with me,distance,TBD,Google autocomplete: he is distant w,85,,,,,not queried,unavailable (not zero)
healthy relationship needs,patterns,TBD,Google autocomplete: relationship needs h,75,30,,LOW,11,not queried,available
signs a relationship is healthy,breakup,TBD,Google autocomplete: signs a relationship is over h,75,,,,,not queried,unavailable (not zero)
emotional attraction word,textmeaning,TBD,Google autocomplete: emotional attraction w,85,,,,,not queried,unavailable (not zero)
how to end a talking stage with someone,backlog-talking-stage,TBD,unqueried backlog; Google autocomplete: how to end a talking stage,80,,,,,not queried,unavailable (not zero)
ghosting after 6 months of dating,backlog-ghosting,TBD,unqueried backlog; Google autocomplete: ghosting after months of dating,80,,,,,not queried,unavailable (not zero)
texting in a new relationship,backlog-texting,TBD,unqueried backlog; Google autocomplete: texting in a relationship,80,10,,LOW,0,not queried,available
does he still care about me,backlog-interest,TBD,unqueried backlog; Google autocomplete: does he care about me,80,90,,LOW,0,not queried,available
emotional connection vs love,backlog-effort,TBD,unqueried backlog; Google autocomplete: emotional connection,80,20,,LOW,0,not queried,available
husband hot and cold behavior,backlog-signals,TBD,unqueried backlog; Google autocomplete: hot and cold behavior h,80,,,,,not queried,unavailable (not zero)
ex wants to meet up as friends,backlog-ex,TBD,unqueried backlog; Google autocomplete: ex wants to meet up,80,10,,LOW,0,not queried,available
long distance relationship how much communication,backlog-long-distance,TBD,unqueried backlog; Google autocomplete: long distance relationship communication h,80,,,,,not queried,unavailable (not zero)
