keyword,cluster,page,source,business_fit,search_volume_us,cpc_usd,paid_competition,paid_competition_index,seo_kd,metric_status
breadcrumbing how to respond,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing h,65,10,,MEDIUM,35,not queried,available
why ex keeps reaching out,ex,/ex-text-analyzer,Google autocomplete: ex reaching out,65,10,0.03,LOW,11,not queried,available
how to check whatsapp chat size,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat statistics w,65,10,,LOW,0,not queried,available
who initiates conversation on bumble,initiation,/tools/who-texts-first,Google autocomplete: who initiates conversation,65,,,,,not queried,unavailable (not zero)
left him on read meaning,reply,/tools/reply-time-calculator,Google autocomplete: left on read meaning h,65,10,,LOW,10,not queried,available
relationship text analyzer ai,home,/,Google autocomplete: relationship text analyzer,95,,,,,not queried,unavailable (not zero)
does he like me quiz long distance,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me w,45,30,,LOW,0,not queried,available
why does he seem distant,losing,/is-he-losing-interest,Google autocomplete: why is he being distant a,65,10,,LOW,6,not queried,available
mixed signals from a guy examples,mixed,/mixed-signals-text-analyzer,Google autocomplete: mixed signals from a guy,65,,,,,not queried,unavailable (not zero)
situationship vs open relationship,situationship,/situationship-analyzer,Google autocomplete: situationship test,65,10,,LOW,0,not queried,available
breadcrumbing how to stop,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing h,65,,,,,not queried,unavailable (not zero)
checking in with ex after breakup,ex,/ex-text-analyzer,Google autocomplete: ex checking in w,65,,,,,not queried,unavailable (not zero)
how to do whatsapp chat analysis,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat analysis h,95,,,,,not queried,unavailable (not zero)
who initiates conversation on hinge,initiation,/tools/who-texts-first,Google autocomplete: who initiates conversation,65,,,,,not queried,unavailable (not zero)
left on read meaning text,reply,/tools/reply-time-calculator,Google autocomplete: left on read meaning,65,10,,LOW,0,not queried,available
relationship text message analyzer,home,/,Google autocomplete: relationship text analyzer,95,,,,,not queried,unavailable (not zero)
does he like me quiz online friend,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me w,45,10,,LOW,0,not queried,available
why he stop texting me,losing,/is-he-losing-interest,Google autocomplete: he stopped texting me w,65,10,,LOW,0,not queried,available
mixed signals from a guy friend,mixed,/mixed-signals-text-analyzer,Google autocomplete: mixed signals from a guy,65,20,,LOW,0,not queried,available
situationship vs relationship anarchy,situationship,/situationship-analyzer,Google autocomplete: situationship vs relationship,65,,,,,not queried,unavailable (not zero)
breadcrumbing or just busy,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing or busy,65,,,,,not queried,unavailable (not zero)
does my ex husband miss me,ex,/ex-text-analyzer,Google autocomplete: does my ex miss me h,65,10,,LOW,2,not queried,available
how to get whatsapp chat statistics,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat statistics h,95,10,,,,not queried,available
who starts conversation on bumble,initiation,/tools/who-texts-first,Google autocomplete: who initiates conversation,65,10,,LOW,0,not queried,available
normal text response time dating,reply,/tools/reply-time-calculator,Google autocomplete: average text response time dating,65,,,,,not queried,unavailable (not zero)
text message analysis ai,home,/,Google autocomplete: text message analyzer,95,10,14.87,HIGH,86,not queried,available
does he like me quiz over text,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me,45,70,,LOW,1,not queried,available
why he stopped initiating texts,losing,/is-he-losing-interest,Google autocomplete: why did he stop initiating texts,65,10,,,,not queried,available
mixed signals from a guy meaning,mixed,/mixed-signals-text-analyzer,Google autocomplete: mixed signals from a guy,65,,,,,not queried,unavailable (not zero)
situationship vs relationship difference,situationship,/situationship-analyzer,Google autocomplete: situationship vs relationship,65,,,,,not queried,unavailable (not zero)
breadcrumbing with an ex,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing w,65,,,,,not queried,unavailable (not zero)
does my ex miss me quiz,ex,/ex-text-analyzer,Google autocomplete: does my ex miss me,45,70,0.92,LOW,3,not queried,available
export whatsapp chat where does it go,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: export whatsapp chat w,65,,,,,not queried,unavailable (not zero)
who starts conversation on hinge,initiation,/tools/who-texts-first,Google autocomplete: who initiates conversation,65,,,,,not queried,unavailable (not zero)
slow replies after first date,reply,/tools/reply-time-calculator,Google autocomplete: slow replies,65,10,,LOW,0,not queried,available
text message analysis app,home,/,Google autocomplete: text message analyzer,95,30,9.52,LOW,11,not queried,available
does my crush like me back quiz,interest,/does-he-like-me-text-analyzer,Google autocomplete: does my crush like me,45,2900,0.46,LOW,0,not queried,available
why he stopped texting me,losing,/is-he-losing-interest,Google autocomplete: he stopped texting me w,65,20,,LOW,4,not queried,available
mixed signals what does it mean,mixed,/mixed-signals-text-analyzer,Google autocomplete: mixed signals w,65,,,,,not queried,unavailable (not zero)
situationship vs relationship meaning,situationship,/situationship-analyzer,Google autocomplete: situationship vs relationship,65,20,,LOW,2,not queried,available
dating terms ghosting breadcrumbing,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing vs ghosting,65,,,,,not queried,unavailable (not zero)
does my ex miss me too,ex,/ex-text-analyzer,Google autocomplete: does my ex miss me,65,10,,LOW,3,not queried,available
how to export whatsapp chat to email,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat export analysis,65,10,,LOW,0,not queried,available
who starts conversation on tinder,initiation,/tools/who-texts-first,Google autocomplete: who initiates conversation,65,,,,,not queried,unavailable (not zero)
slow replies after second date,reply,/tools/reply-time-calculator,Google autocomplete: slow replies a,65,,,,,not queried,unavailable (not zero)
text message analysis free,home,/,Google autocomplete: text message interpretation,95,,,,,not queried,unavailable (not zero)
does my crush like me back test,interest,/does-he-like-me-text-analyzer,Google autocomplete: does my crush like me,45,2900,0.46,LOW,0,not queried,available
why is he acting distant,losing,/is-he-losing-interest,Google autocomplete: why is he being distant,65,10,,LOW,0,not queried,available
texts me but never makes plans,mixed,/mixed-signals-text-analyzer,Google autocomplete: he texts me but never makes plans,65,,,,,not queried,unavailable (not zero)
situationship vs relationship psychology,situationship,/situationship-analyzer,Google autocomplete: situationship vs relationship,65,,,,,not queried,unavailable (not zero)
ghosting vs inverse ghosting,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing vs ghosting,65,10,,LOW,0,not queried,available
ex checking my whatsapp last seen,ex,/ex-text-analyzer,Google autocomplete: ex checking in w,65,10,,,,not queried,available
how to export whatsapp chat to excel,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat export analysis,65,10,,,,not queried,available
who texts first on bumble,initiation,/tools/who-texts-first,Google autocomplete: who texts first,65,,,,,not queried,unavailable (not zero)
slow replies on dating apps,reply,/tools/reply-time-calculator,Google autocomplete: slow replies,65,,,,,not queried,unavailable (not zero)
text message analyzer ai,home,/,Google autocomplete: text message analyzer,95,10,9.28,MEDIUM,36,not queried,available
how can my crush like me back,interest,/does-he-like-me-text-analyzer,Google autocomplete: does my crush like me h,65,10,,LOW,0,not queried,available
why is he being cold,losing,/is-he-losing-interest,Google autocomplete: why is he being distant,65,,,,,not queried,unavailable (not zero)
what is hot and cold texting,mixed,/mixed-signals-text-analyzer,Google autocomplete: hot and cold texting w,65,,,,,not queried,unavailable (not zero)
situationship vs relationship quiz,situationship,/situationship-analyzer,Google autocomplete: situationship quiz,45,10,,LOW,0,not queried,available
is he breadcrumbing quiz,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing quiz,45,,,,,not queried,unavailable (not zero)
ex checking on me after breakup,ex,/ex-text-analyzer,Google autocomplete: ex checking in,65,,,,,not queried,unavailable (not zero)
whatsapp export chat what does it do,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: export whatsapp chat w,65,10,,LOW,0,not queried,available
who texts first on hinge,initiation,/tools/who-texts-first,Google autocomplete: who texts first,65,10,,LOW,0,not queried,available
slow response or slow respond,reply,/tools/reply-time-calculator,Google autocomplete: slow replies w,65,10,,LOW,0,not queried,available
text message analyzer app,home,/,Google autocomplete: text message analyzer,95,,,,,not queried,unavailable (not zero)
how much does he like me quiz,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me quiz h,45,40,,LOW,0,not queried,available
why is he losing interest,losing,/is-he-losing-interest,Google autocomplete: is he losing interest w,65,10,,LOW,0,not queried,available
when a guy gives mixed signals,mixed,/mixed-signals-text-analyzer,Google autocomplete: mixed signals from a guy h,65,10,,LOW,0,not queried,available
texting situationship happy birthday,situationship,/situationship-analyzer,Google autocomplete: situationship texting,65,,,,,not queried,unavailable (not zero)
orbiting dating urban dictionary,breadcrumb,/breadcrumbing-test,Google autocomplete: orbiting dating,65,10,,LOW,0,not queried,available
ex hot and cold after breakup,ex,/ex-text-analyzer,Google autocomplete: ex hot and cold,65,,,,,not queried,unavailable (not zero)
how can i export all my whatsapp conversations,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat export analysis,65,10,4.85,LOW,25,not queried,available
who texts first on tinder,initiation,/tools/who-texts-first,Google autocomplete: who texts first,65,10,,LOW,0,not queried,available
what does slow replies mean,reply,/tools/reply-time-calculator,Google autocomplete: slow replies h,65,10,,LOW,0,not queried,available
text message analyzer iphone,home,/,Google autocomplete: text message analyzer,95,10,,,,not queried,available
how much does he like me test,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me test h,45,10,,LOW,0,not queried,available
boyfriend never asks me any questions,losing,/is-he-losing-interest,Google autocomplete: he never asks me questions,65,,,,,not queried,unavailable (not zero)
when he hot and cold texting,mixed,/mixed-signals-text-analyzer,Google autocomplete: hot and cold texting h,65,10,,,,not queried,available
what are relationship boundaries,situationship,/situationship-analyzer,Google autocomplete: situationship boundaries w,65,170,0.38,LOW,20,not queried,available
signs he's breadcrumbing you,breadcrumb,/breadcrumbing-test,Google autocomplete: signs of breadcrumbing h,65,20,0.05,LOW,11,not queried,available
ex husband blows hot and cold,ex,/ex-text-analyzer,Google autocomplete: ex hot and cold h,65,,,,,not queried,unavailable (not zero)
how to count whatsapp messages in a chat,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: whatsapp chat statistics a,65,10,,,,not queried,available
why he never texts first,initiation,/tools/who-texts-first,Google autocomplete: he never texts first w,65,10,,,,not queried,available
fast replies meaning from a guy,reply,/tools/reply-time-calculator,Google autocomplete: fast replies,65,10,,LOW,0,not queried,available
text message analyzer online,home,/,Google autocomplete: text message analyzer,95,,,,,not queried,unavailable (not zero)
is he actually interested in me quiz,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he interested in me a,45,,,,,not queried,unavailable (not zero)
boyfriend never asks questions about me,losing,/is-he-losing-interest,Google autocomplete: he never asks me questions a,65,,,,,not queried,unavailable (not zero)
when he leaves me on read,mixed,/mixed-signals-text-analyzer,Google autocomplete: he leaves me on read w,65,10,,LOW,0,not queried,available
why won't he commit,situationship,/situationship-analyzer,Google autocomplete: why wont he commit,65,40,,LOW,3,not queried,available
signs of breadcrumbing friendship,breadcrumb,/breadcrumbing-test,Google autocomplete: signs of breadcrumbing,65,20,,LOW,0,not queried,available
ex husband says he misses me,ex,/ex-text-analyzer,Google autocomplete: ex says he misses me h,65,,,,,not queried,unavailable (not zero)
whatsapp export chat will the other person know,whatsapp,/whatsapp-relationship-analyzer,Google autocomplete: export whatsapp chat w,65,10,,LOW,0,not queried,available
why i always text first,initiation,/tools/who-texts-first,Google autocomplete: i always text first w,65,10,,LOW,0,not queried,available
he always takes hours to reply,reply,/tools/reply-time-calculator,Google autocomplete: he takes hours to reply a,65,,,,,not queried,unavailable (not zero)
text message meaning ai,home,/,Google autocomplete: text message interpretation a,65,,,,,not queried,unavailable (not zero)
is he flirting or being friendly quiz,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he flirting or being friendly,45,10,,LOW,1,not queried,available
guy texts less after first date,losing,/is-he-losing-interest,Google autocomplete: he texts less after first date,65,10,,LOW,0,not queried,available
when he only texts at night,mixed,/mixed-signals-text-analyzer,Google autocomplete: he texts at night only w,65,10,,LOW,0,not queried,available
do one sided relationships work,situationship,/situationship-analyzer,Google autocomplete: one sided situationship a,65,10,0.03,LOW,12,not queried,available
breadcrumbing or testing the waters,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing test,45,10,,LOW,0,not queried,available
ex husband wants to be friends,ex,/ex-text-analyzer,Google autocomplete: ex wants to be friends h,65,10,,LOW,0,not queried,available
double texting a guy on hinge,initiation,/tools/who-texts-first,Google autocomplete: double texting a,65,,,,,not queried,unavailable (not zero)
he left me on read meaning,reply,/tools/reply-time-calculator,Google autocomplete: left on read meaning h,65,10,,LOW,0,not queried,available
whatsapp chat analysis ai,home,/,Google autocomplete: chat analysis ai w,95,10,,,,not queried,available
is he flirting or being nice quiz,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he flirting or being friendly,45,10,,LOW,1,not queried,available
guy used to text me everyday,losing,/is-he-losing-interest,Google autocomplete: he used to text me everyday,65,,,,,not queried,unavailable (not zero)
why a married man pulls away,mixed,/mixed-signals-text-analyzer,Google autocomplete: he flirts then pulls away,65,10,,LOW,7,not queried,available
does my situationship hate me,situationship,/situationship-analyzer,Google autocomplete: does my situationship like me h,65,,,,,not queried,unavailable (not zero)
breadcrumbing what does it mean,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing w,65,,,,,not queried,unavailable (not zero)
ex reached out on his birthday,ex,/ex-text-analyzer,Google autocomplete: ex reaching out h,65,,,,,not queried,unavailable (not zero)
double texting when left on read,initiation,/tools/who-texts-first,Google autocomplete: double texting w,65,,,,,not queried,unavailable (not zero)
he takes 12 hours to reply,reply,/tools/reply-time-calculator,Google autocomplete: he takes hours to reply,65,10,,LOW,0,not queried,available
whatsapp chat relationship analyzer,home,/,Google autocomplete: relationship chat analyzer,95,,,,,not queried,unavailable (not zero)
is he into me or just friendly,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he into me,65,20,0.06,LOW,14,not queried,available
he never asks me any questions,losing,/is-he-losing-interest,Google autocomplete: he never asks me questions a,65,,,,,not queried,unavailable (not zero)
why do guys give mixed signals,mixed,/mixed-signals-text-analyzer,Google autocomplete: mixed signals from a guy a,65,70,0.03,LOW,7,not queried,available
does my situationship love me,situationship,/situationship-analyzer,Google autocomplete: does my situationship like me,65,10,,LOW,0,not queried,available
how to deal with breadcrumbing,breadcrumb,/breadcrumbing-test,Google autocomplete: how to respond to breadcrumbing w,65,50,0.02,LOW,24,not queried,available
ex reached out while in rebound,ex,/ex-text-analyzer,Google autocomplete: ex reaching out w,65,,,,,not queried,unavailable (not zero)
he always replies but never initiates,initiation,/tools/who-texts-first,Google autocomplete: he replies but never initiates,65,10,,,,not queried,available
he takes 24 hours to reply,reply,/tools/reply-time-calculator,Google autocomplete: he takes hours to reply,65,20,,LOW,0,not queried,available
ai analyze text messages free,home,/,Google autocomplete: analyze text messages,95,,,,,not queried,unavailable (not zero)
is he just being nice or flirting,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he just being nice,65,10,,LOW,10,not queried,available
he never asks questions about me,losing,/is-he-losing-interest,Google autocomplete: he never asks me questions a,65,10,,LOW,0,not queried,available
why do guys pull away suddenly,mixed,/mixed-signals-text-analyzer,Google autocomplete: he flirts then pulls away,65,50,0.13,LOW,13,not queried,available
examples of one sided relationships,situationship,/situationship-analyzer,Google autocomplete: one sided situationship a,65,10,,LOW,7,not queried,available
is he breadcrumbing me quiz,breadcrumb,/breadcrumbing-test,Google autocomplete: is he breadcrumbing me,45,10,,LOW,0,not queried,available
ex reaches out when in relationship,ex,/ex-text-analyzer,Google autocomplete: ex reaching out w,65,10,,LOW,0,not queried,available
he doesn't text after first date,initiation,/tools/who-texts-first,Google autocomplete: he never texts first a,65,,,,,not queried,unavailable (not zero)
he takes 3 days to reply,reply,/tools/reply-time-calculator,Google autocomplete: he takes days to reply,65,,,,,not queried,unavailable (not zero)
ai text message analyzer free,home,/,Google autocomplete: text message analyzer a,95,,,,,not queried,unavailable (not zero)
is he not interested in me anymore,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he interested in me a,65,20,0.06,LOW,5,not queried,available
he purposely takes long to reply,losing,/is-he-losing-interest,Google autocomplete: he takes longer to reply,65,10,,LOW,0,not queried,available
why does he ignore my messages,mixed,/mixed-signals-text-analyzer,Google autocomplete: why does he ignore my texts a,65,,,,,not queried,unavailable (not zero)
he's not serious about me,situationship,/situationship-analyzer,Google autocomplete: is he serious about me w,65,10,,LOW,0,not queried,available
keeping me as an option,breadcrumb,/breadcrumbing-test,Google autocomplete: he keeps me as an option,65,,,,,not queried,unavailable (not zero)
ex reaching out after 10 years,ex,/ex-text-analyzer,Google autocomplete: ex reaching out,65,30,,LOW,0,not queried,available
he never texts me first anymore,initiation,/tools/who-texts-first,Google autocomplete: he never texts first a,65,,,,,not queried,unavailable (not zero)
he takes a day to reply,reply,/tools/reply-time-calculator,Google autocomplete: he takes days to reply a,65,10,,LOW,0,not queried,available
app to analyze text messages,home,/,Google autocomplete: analyze text messages a,95,,,,,not queried,unavailable (not zero)
signs a guy likes you over text,interest,/does-he-like-me-text-analyzer,Google autocomplete: signs he likes you over text,65,170,0.07,LOW,12,not queried,available
he stopped making plans with me,losing,/is-he-losing-interest,Google autocomplete: he stopped making plans,65,10,,LOW,0,not queried,available
why he acts interested then disappears,mixed,/mixed-signals-text-analyzer,Google autocomplete: he acts interested then disappears w,65,10,,,,not queried,available
is he serious with me,situationship,/situationship-analyzer,Google autocomplete: is he serious about me w,65,90,0.04,LOW,3,not queried,available
signs of breadcrumbing in dating,breadcrumb,/breadcrumbing-test,Google autocomplete: signs of breadcrumbing,65,10,0.03,LOW,14,not queried,available
ex reaching out after 2 years,ex,/ex-text-analyzer,Google autocomplete: ex reaching out a,65,,,,,not queried,unavailable (not zero)
he replies fast but never initiates,initiation,/tools/who-texts-first,Google autocomplete: he replies but never initiates,65,,,,,not queried,unavailable (not zero)
he takes an hour to reply,reply,/tools/reply-time-calculator,Google autocomplete: he takes hours to reply a,65,10,,LOW,0,not queried,available
can ai analyze text messages,home,/,Google autocomplete: analyze text messages a,95,10,,LOW,3,not queried,available
signs a guy likes you when texting,interest,/does-he-like-me-text-analyzer,Google autocomplete: signs he likes you over text w,65,10,,,,not queried,available
he stopped messaging me as much,losing,/is-he-losing-interest,Google autocomplete: he stopped texting me a,65,10,,,,not queried,available
why he left me on delivered,mixed,/mixed-signals-text-analyzer,Google autocomplete: he leaves me on delivered w,65,10,,LOW,0,not queried,available
red flags in a situationship,situationship,/situationship-analyzer,Google autocomplete: situationship red flags a,65,10,0.04,LOW,16,not queried,available
signs of breadcrumbing in marriage,breadcrumb,/breadcrumbing-test,Google autocomplete: signs of breadcrumbing,65,20,0.26,LOW,11,not queried,available
ex reaching out after 3 years,ex,/ex-text-analyzer,Google autocomplete: ex reaching out a,65,,,,,not queried,unavailable (not zero)
he replies instantly but never initiates,initiation,/tools/who-texts-first,Google autocomplete: he replies but never initiates,65,,,,,not queried,unavailable (not zero)
he took a day to reply,reply,/tools/reply-time-calculator,Google autocomplete: he takes days to reply a,65,,,,,not queried,unavailable (not zero)
dating app text message analyzer,home,/,Google autocomplete: dating text analyzer,95,,,,,not queried,unavailable (not zero)
signs a guy likes you while texting,interest,/does-he-like-me-text-analyzer,Google autocomplete: signs he likes you over text w,65,,,,,not queried,unavailable (not zero)
he stopped texting me good morning,losing,/is-he-losing-interest,Google autocomplete: he stopped texting me,65,20,,LOW,0,not queried,available
why he left me on read,mixed,/mixed-signals-text-analyzer,Google autocomplete: he leaves me on read w,65,10,,LOW,0,not queried,available
should i end a situationship,situationship,/situationship-analyzer,Google autocomplete: signs a situationship is ending,65,10,,LOW,0,not queried,available
what are signs of breadcrumbing,breadcrumb,/breadcrumbing-test,Google autocomplete: signs of breadcrumbing a,65,10,,LOW,7,not queried,available
ex reaching out after 5 years,ex,/ex-text-analyzer,Google autocomplete: ex reaching out a,65,,,,,not queried,unavailable (not zero)
how do i stop texting first,initiation,/tools/who-texts-first,Google autocomplete: should i stop texting first h,65,,,,,not queried,unavailable (not zero)
i was left on read meaning,reply,/tools/reply-time-calculator,Google autocomplete: left on read meaning w,65,,,,,not queried,unavailable (not zero)
have chatgpt analyze text messages,home,/,Google autocomplete: analyze text messages h,95,,,,,not queried,unavailable (not zero)
why does my crush like me quiz,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me quiz w,45,,,,,not queried,unavailable (not zero)
he takes too long to reply,losing,/is-he-losing-interest,Google autocomplete: he takes longer to reply,65,10,,,,not queried,available
are they ghosting me or just busy,mixed,/mixed-signals-text-analyzer,Google autocomplete: ghosting or just busy,65,,,,,not queried,unavailable (not zero)
signs a situationship is over,situationship,/situationship-analyzer,Google autocomplete: signs of a situationship,65,,,,,not queried,unavailable (not zero)
what does breadcrumbing look like,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing test,65,40,0.29,MEDIUM,36,not queried,available
ex reaching out after 6 months,ex,/ex-text-analyzer,Google autocomplete: ex reaching out,65,,,,,not queried,unavailable (not zero)
how do i text him first,initiation,/tools/who-texts-first,Google autocomplete: should i text him first h,65,10,,LOW,0,not queried,available
left on read meaning on whatsapp,reply,/tools/reply-time-calculator,Google autocomplete: left on read meaning w,65,,,,,not queried,unavailable (not zero)
how to analyze text messages,home,/,Google autocomplete: analyze text messages h,95,10,,LOW,0,not queried,available
why is he so interested in me,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he interested in me w,65,10,,LOW,0,not queried,available
he text me everyday then stopped,losing,/is-he-losing-interest,Google autocomplete: he used to text me everyday,65,,,,,not queried,unavailable (not zero)
ex is hot and cold with texting,mixed,/mixed-signals-text-analyzer,Google autocomplete: hot and cold texting w,65,20,,LOW,0,not queried,available
signs a situationship likes you,situationship,/situationship-analyzer,Google autocomplete: signs of a situationship,65,,,,,not queried,unavailable (not zero)
what is benching in dating,breadcrumb,/breadcrumbing-test,Google autocomplete: benching dating a,65,110,0.03,LOW,5,not queried,available
ex reaching out after no contact,ex,/ex-text-analyzer,Google autocomplete: ex reaching out,65,70,,LOW,0,not queried,available
how should i text him first,initiation,/tools/who-texts-first,Google autocomplete: should i text him first h,65,,,,,not queried,unavailable (not zero)
what is mean time to respond,reply,/tools/reply-time-calculator,Google autocomplete: reply time calculator,65,10,,LOW,0,not queried,available
what do his texts mean,home,/,Google autocomplete: what does his text mean,65,70,,LOW,0,not queried,available
why is he still interested in me,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he interested in me w,65,,,,,not queried,unavailable (not zero)
he texts me everyday all day,losing,/is-he-losing-interest,Google autocomplete: he used to text me everyday a,65,,,,,not queried,unavailable (not zero)
guy is hot and cold with texting,mixed,/mixed-signals-text-analyzer,Google autocomplete: hot and cold texting w,65,,,,,not queried,unavailable (not zero)
signs a situationship wants more,situationship,/situationship-analyzer,Google autocomplete: signs of a situationship w,65,,,,,not queried,unavailable (not zero)
what is breadcrumbing in dating,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing or busy,65,1600,0.07,LOW,20,not queried,available
ex says hi then ignores me,ex,/ex-text-analyzer,Google autocomplete: ex says hey,65,,,,,not queried,unavailable (not zero)
i always text and call first,initiation,/tools/who-texts-first,Google autocomplete: i always text first a,65,,,,,not queried,unavailable (not zero)
what's a normal text response time,reply,/tools/reply-time-calculator,Google autocomplete: text response time a,65,,,,,not queried,unavailable (not zero)
whatsapp chat analyzer relationship online,home,/,Google autocomplete: relationship chat analyzer w,95,,,,,not queried,unavailable (not zero)
will he be interested in me again,interest,/does-he-like-me-text-analyzer,Google autocomplete: is he interested in me a,65,,,,,not queried,unavailable (not zero)
he's not messaging me as much,losing,/is-he-losing-interest,Google autocomplete: he stopped texting me a,65,10,,LOW,0,not queried,available
he leaves me on delivered for days,mixed,/mixed-signals-text-analyzer,Google autocomplete: he leaves me on delivered,65,10,,LOW,0,not queried,available
signs of a healthy situationship,situationship,/situationship-analyzer,Google autocomplete: signs of a situationship,65,,,,,not queried,unavailable (not zero)
when he sends random texts,breadcrumb,/breadcrumbing-test,Google autocomplete: he sends random texts,65,,,,,not queried,unavailable (not zero)
ex text back after no contact,ex,/ex-text-analyzer,Google autocomplete: ex texts after no contact,65,10,,LOW,0,not queried,available
if i always text him first,initiation,/tools/who-texts-first,Google autocomplete: i always text first h,65,10,,LOW,0,not queried,available
when he takes ages to reply,reply,/tools/reply-time-calculator,Google autocomplete: he takes days to reply w,65,10,,,,not queried,available
ai analyze text messages online free,home,/,Google autocomplete: analyze text messages a,95,,,,,not queried,unavailable (not zero)
can't tell if he likes me or not,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me test a,65,10,,LOW,6,not queried,available
he's not texting me as much,losing,/is-he-losing-interest,Google autocomplete: he stopped texting me a,65,10,0.06,LOW,10,not queried,available
he leaves me on delivered for hours,mixed,/mixed-signals-text-analyzer,Google autocomplete: he leaves me on delivered,65,10,,LOW,0,not queried,available
signs of a situationship relationship,situationship,/situationship-analyzer,Google autocomplete: signs of a situationship,65,10,,MEDIUM,37,not queried,available
why does he breadcrumb me,breadcrumb,/breadcrumbing-test,Google autocomplete: is he breadcrumbing me,65,10,,LOW,1,not queried,available
ex text me after no contact,ex,/ex-text-analyzer,Google autocomplete: ex texts after no contact,65,10,,LOW,0,not queried,available
should i always text him first,initiation,/tools/who-texts-first,Google autocomplete: i always text first h,65,10,,LOW,0,not queried,available
when he takes days to respond,reply,/tools/reply-time-calculator,Google autocomplete: he takes days to reply w,65,,,,,not queried,unavailable (not zero)
ai app to analyze text messages,home,/,Google autocomplete: analyze text messages a,95,,,,,not queried,unavailable (not zero)
does he like me more than a friend,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me,65,260,0.06,LOW,8,not queried,available
he's stopped texting me as much,losing,/is-he-losing-interest,Google autocomplete: he stopped texting me a,65,10,,MEDIUM,43,not queried,available
he leaves me on read for days,mixed,/mixed-signals-text-analyzer,Google autocomplete: he leaves me on read,65,,,,,not queried,unavailable (not zero)
signs of a toxic situationship,situationship,/situationship-analyzer,Google autocomplete: signs of a situationship,65,10,,LOW,2,not queried,available
why is he breadcrumbing me,breadcrumb,/breadcrumbing-test,Google autocomplete: is he breadcrumbing me w,65,20,,LOW,5,not queried,available
ex told me he misses me,ex,/ex-text-analyzer,Google autocomplete: ex says he misses me,65,10,,,,not queried,available
should i keep texting him first,initiation,/tools/who-texts-first,Google autocomplete: should i stop texting first,65,10,,LOW,6,not queried,available
when he takes hours to reply,reply,/tools/reply-time-calculator,Google autocomplete: he takes hours to reply w,65,10,,LOW,0,not queried,available
ai tool to analyze text messages,home,/,Google autocomplete: analyze text messages a,95,,,,,not queried,unavailable (not zero)
does he like me quiz after first date,interest,/does-he-like-me-text-analyzer,Google autocomplete: does he like me quiz a,45,,,,,not queried,unavailable (not zero)
how to tell he's losing interest,losing,/is-he-losing-interest,Google autocomplete: is he losing interest h,65,20,,LOW,10,not queried,available
he leaves me on read for hours,mixed,/mixed-signals-text-analyzer,Google autocomplete: he leaves me on read,65,10,,LOW,0,not queried,available
situationship how to get out,situationship,/situationship-analyzer,Google autocomplete: situationship h,65,10,,LOW,0,not queried,available
breadcrumbing why do people do it,breadcrumb,/breadcrumbing-test,Google autocomplete: breadcrumbing w,65,,,,,not queried,unavailable (not zero)
ex wants to be friends again,ex,/ex-text-analyzer,Google autocomplete: ex wants to be friends a,65,10,,,,not queried,available
should i stop texting him first,initiation,/tools/who-texts-first,Google autocomplete: should i stop texting first,65,10,,LOW,4,not queried,available
when someone takes days to reply,reply,/tools/reply-time-calculator,Google autocomplete: he takes days to reply a,65,10,,LOW,0,not queried,available
